"","OPEID","INSTNM","CITY","STABBR","ZIP","UGDS_WHITE","UGDS_BLACK","UGDS_HISP","UGDS_ASIAN","UGDS_AIAN","UGDS_NHPI","UGDS_2MOR","UGDS_NRA","UGDS_UNKN","AGE_ENTRY","UGDS_WOMEN","MARRIED","FIRST_GEN","FAMINC","MN_EARN_WNE_P10","ST_FIPS","ADM_RATE","SATVR25","SATVR75","SATMT25","SATMT75","SATWR25","SATWR75","completion","transfer","LOCALE","CCUGPROF","Year"
"5469",4131100,"Yeshiva Toras Chaim","Lakewood","NJ",8701,1,0,0,0,0,0,0,0,0,18.929292929,0,NA,NA,37635.12223,NA,34,1,NA,NA,NA,NA,NA,NA,NA,NA,21,10,"2009"
"5470",4115500,"Talmudical Seminary of Bobov","Brooklyn","NY",11219,1,0,0,0,0,0,0,0,0,19.856060606,0,0.3787878788,NA,19757.57477,NA,36,1,NA,NA,NA,NA,NA,NA,NA,NA,11,11,"2009"
"5471",1161700,"New York Methodist Hospital Center for Allied Health Education","Brooklyn","NY",11229,0.6429,0.1607,0.1071,0.0893,0,0,0,0,0,26.688073394,0.4911,0.119266055,0.5217391304,39618.31791,NA,36,0.4053,NA,NA,NA,NA,NA,NA,1,0,NA,NA,"2009"
"5472",4123200,"Institute of Allied Medical Professions","New York","NY",10122,0,0,0,0,0,0,0,0,0.0045,30.7,0.8423,0.3036363636,0.4736842105,39169.56712,NA,36,0.6512,NA,NA,NA,NA,NA,NA,0.73498233215547,0,NA,NA,"2009"
"5473",4116700,"NewLife Academy of Information Technology","East Liverpool","OH",43920,0.8846,0.0769,0,0.0385,0,0,0,0,0,30.654545455,0.4231,0.4181818182,NA,18026.96046,NA,39,0.3846,NA,NA,NA,NA,NA,NA,0.84615384615384,0,NA,NA,"2009"
"5474",NA,"The Art Institute of Pittsburgh-Online Division","Pittsburgh","PA",15222,0.1083,0.0213,0.0123,0.0032,0.0034,0,0,2e-04,0.8515,30.710913299,0.6467,0.3172885218,0.4977223893,32331.41224,33900,42,0.8298,NA,NA,NA,NA,NA,NA,0.30434782608695,0,NA,NA,"2009"
"5475",2189103,"Centro de Estudios Multidisciplinarios-Bayamon","Bayamón","PR",961,0,0,1,0,0,0,0,0,0,24.914182475,0.691,0.1147244806,0.4893246187,9795.650359,19700,72,0.9467,NA,NA,NA,NA,NA,NA,0.52666666666666,0,NA,NA,"2009"
"5476",464606,"Minnesota School of Business-Blaine","Blaine","MN",55449,0.8996,0.019,0.0159,0.0359,0.0148,0.0011,0.0137,0,0,27.882803943,0.7326,0.2198795181,0.4296621183,40724.29835,38100,27,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5477",1258405,"The Art Institute of Michigan","Novi","MI",48377,0,0,0,0,0,0,0,0,0.6398,24.740699523,0.5893,0.0984101749,0.4344187739,51386.44467,38500,26,0.4226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5478",3513301,"Lacy Cosmetology School","Lexington","SC",29073,0.8222,0.1556,0,0.0222,0,0,0,0,0,27.629807692,0.8667,0.3221153846,0.5956284153,30010.84751,NA,45,1,NA,NA,NA,NA,NA,NA,0.26086956521739,0.06521739130434,NA,NA,"2009"
"5479",3513302,"Lacy Cosmetology School","Goose Creek","SC",29445,0.7297,0.2703,0,0,0,0,0,0,0,27.629807692,0.8919,0.3221153846,0.5956284153,30010.84751,NA,45,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5480",2117102,"The Art Institute of Austin","Austin","TX",78728,0,0,0,0,0,0,0,0,0.1936,24.562378438,0.4605,0.1086412892,0.4011042546,54080.57597,37400,48,0.629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5481",3125401,"Argosy University-The Art Institute of California-Silicon Valley","Sunnyvale","CA",94086,0,0,0,0,0,0,0,0,0.3234,24.581542351,0.4722,0.0809102402,0.4333154794,42080.41782,28000,6,0.3933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5482",3026504,"Remington College-Houston Southeast Campus","Webster","TX",77598,0.357,0.2813,0.305,0.0071,0.0071,0.0047,0.0307,0,0.0071,26.303036649,0.9078,0.1939267016,0.6142812597,21432.79171,31500,48,0.516,NA,NA,NA,NA,NA,NA,NA,NA,21,-2,"2009"
"5483",777706,"Remington College-Shreveport Campus","Shreveport","LA",71118,0.2166,0.7718,0.0058,0.0019,0.0019,0,0.0019,0,0,29.13597299,0.8221,0.1955187231,0.6219035202,19051.73249,27300,22,0.5652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5484",3071803,"ITT Technical Institute-Cary","Cary","NC",27518,0,0.4387,0,0.0032,0,0,0,0,0.0613,28.860226469,0.2419,0.2558386412,0.4995682211,30867.93713,43200,37,0.4677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5485",2120903,"ITT Technical Institute-Madison","Madison","AL",35758,0,0.0619,0,0,0,0,0,0.0026,0.0077,27.556603774,0.2758,0.2315608919,0.5623678647,28993.64929,44800,1,0.4404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5486",2321705,"ITT Technical Institute-Clive","Clive","IA",50325,0,0.0215,0,0.0054,0,0,0,0,0.0054,28.468932372,0.1129,0.2523171988,0.5204166667,28318.25578,37800,19,0.4444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5487",844303,"ITT Technical Institute-Columbus","Columbus","OH",43232,0,0.1131,0,0,0,0,0.0071,0,0.0459,28.084854465,0.258,0.2042427232,0.5530201342,29854.23241,50500,39,0.6147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5488",2361104,"ITT Technical Institute-Phoenix","Phoenix","AZ",85021,0,0.0501,0,0,0,0.0029,0,0,0.0029,27.128850613,0.2153,0.2013911891,0.5505481121,29851.4158,40000,4,0.4319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5489",2321802,"ITT Technical Institute-Madison","Madison","WI",53713,0,0.0639,0,0.0064,0,0,0,0,0.0064,27.300607761,0.3482,0.1781206171,0.5782747604,32526.53903,43800,55,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5490",2291602,"ITT Technical Institute-High Point","High Point","NC",27265,0,0.0407,0,0,0,0,0.0027,0,0.0054,27.776908752,0.3089,0.2357541899,0.5670103093,28053.48008,44600,37,0.3728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5491",NA,"The Art Institutes International–Kansas City","Lenexa","KS",66214,0,0,0,0,0,0,0,0,0.1071,24.207029105,0.5357,0.0752333882,0.3233988586,56401.55053,35400,20,0.5799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5492",NA,"The Art Institute of Raleigh-Durham","Durham","NC",27701,0,0,0,0,0,0,0,0,0.1337,27.208236659,0.5822,0.1368909513,0.4295254833,33305.6905,26500,37,0.4878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5493",2180107,"Ross Medical Education Center-New Baltimore","New Baltimore","MI",48047,0.8916,0.0482,0.0241,0,0.012,0.012,0.012,0,0,30.728335626,0.9157,0.250343879,0.57996633,27737.27485,22600,26,0.288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5494",2339704,"Ross College-Sylvania","Sylvania","OH",43560,0.5825,0.2427,0.1068,0,0.0097,0,0.0583,0,0,30.828832753,0.932,0.2835365854,0.5563751317,28454.79848,24000,39,0.3795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5495",3010616,"Virginia College-Montgomery","Montgomery","AL",36117,0,0,0,0,0,0,0,0,0,30.012195122,0.7579,0.230174775,0.5642327866,21165.18976,34100,1,0.8997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5496",3083703,"Galen College of Nursing-Cincinnati","Cincinnati","OH",45241,0,0,0,0,0,0,0,0,0.1184,30.438011519,0.8816,0.3585935132,0.5008635579,47277.43417,37600,39,0.6644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5497",4095300,"The King’s College","New York","NY",10004,0,0,0,0,0,0,0,0.0235,0.0638,20.009433962,0.6141,NA,NA,97890.72174,NA,36,0.7391,610,790,540,630,590,680,0.5,0,11,14,"2009"
"5498",1072789,"DeVry University-Kentucky","Louisville","KY",40223,0.573,0.236,0.0225,0,0.0112,0,0,0,0.1573,29.57005557,0.427,0.2889618591,0.5161516964,37243.54372,49300,21,0.8571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5499",638502,"Chamberlain College of Nursing-Illinois","Addison","IL",60101,0.5345,0.0782,0.1,0.2727,0.0036,0.0036,0,0.0036,0.0036,35.497446237,0.8691,0.4938172043,0.4639426742,74827.16197,54900,17,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5500",638504,"Chamberlain College of Nursing-Ohio","Columbus","OH",43209,0.7967,0.0965,0.0167,0.018,0.0051,0,0,0.0077,0.0592,35.497446237,0.9073,0.4938172043,0.4639426742,74827.16197,54900,39,1,NA,NA,NA,NA,NA,NA,NA,NA,11,5,"2009"
"5501",638503,"Chamberlain College of Nursing-Arizona","Phoenix","AZ",85021,0.7603,0.062,0.0992,0.0579,0.0207,0,0,0,0,35.497446237,0.8388,0.4938172043,0.4639426742,74827.16197,54900,4,1,NA,NA,NA,NA,NA,NA,NA,NA,11,7,"2009"
"5502",3915301,"Career Quest Learning Centers-Jackson","Jackson","MI",48901,0.5917,0.3667,0.0167,0,0,0,0.025,0,0,30.789210789,0.9333,0.2307692308,0.5630461923,18394.20716,NA,26,0.8899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5503",1049029,"Regency Beauty Institute-Fort Collins","Fort Collins","CO",80528,0,0,0,0,0,0,0,0,1,24.844176389,1,0.164211567,0.5290268856,33400.94746,24600,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5504",1049033,"Regency Beauty Institute-Tolleson","Phoenix","AZ",85033,0,0,0,0,0,0,0,0,1,24.844176389,0.9817,0.164211567,0.5290268856,33400.94746,24600,4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5505",1049028,"Regency Beauty Institute-Pasadena","Pasadena","TX",77505,0,0,0,0,0,0,0,0,1,24.844176389,0.9765,0.164211567,0.5290268856,33400.94746,24600,48,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5506",1049035,"Regency Beauty Institute-Dayton","Dayton","OH",45459,0,0.0094,0,0,0,0.0094,0,0,0.9811,24.844176389,0.9811,0.164211567,0.5290268856,33400.94746,24600,39,0.6364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5507",1049034,"Regency Beauty Institute-Akron","Akron","OH",44310,0,0,0,0,0,0,0,0,1,24.844176389,0.9701,0.164211567,0.5290268856,33400.94746,24600,39,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5508",1049031,"Regency Beauty Institute-Detroit Southgate","Southgate","MI",48195,0,0,0,0,0,0,0,0,1,24.844176389,0.9711,0.164211567,0.5290268856,33400.94746,24600,26,0.7576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5509",1049032,"Regency Beauty Institute-Flint","Flint","MI",48507,0,0,0,0,0,0,0,0,1,24.844176389,0.9778,0.164211567,0.5290268856,33400.94746,24600,26,0.7619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5510",1049030,"Regency Beauty Institute-Grand Rapids","Walker","MI",49544,0,0,0,0,0,0,0,0,1,24.844176389,0.9364,0.164211567,0.5290268856,33400.94746,24600,26,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5511",1049036,"Regency Beauty Institute-Cypresswood","Spring","TX",77373,0,0,0,0.0109,0,0,0,0,0.9891,24.844176389,0.9891,0.164211567,0.5290268856,33400.94746,24600,48,0.6667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5512",3066302,"Bryan University","Rogers","AR",72756,0,0,0,0,0,0,0,0,0.044,29.52425876,0.761,0.3665768194,0.6194690265,22431.09289,26800,5,1,NA,NA,NA,NA,NA,NA,0.38513513513513,0,NA,NA,"2009"
"5513",1049037,"Regency Beauty Institute-Austin","Austin","TX",78704,0,0,0,0,0,0,0,0,1,24.844176389,0.9091,0.164211567,0.5290268856,33400.94746,24600,48,0.7619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5514",1049038,"Regency Beauty Institute-Mesa","Mesa","AZ",85202,0.0086,0,0,0,0,0,0,0,0.9914,24.844176389,0.9828,0.164211567,0.5290268856,33400.94746,24600,4,0.8333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5515",1049039,"Regency Beauty Institute-Nashville","Antioch","TN",37013,0,0,0,0,0,0,0,0,1,24.844176389,0.9259,0.164211567,0.5290268856,33400.94746,24600,47,0.7308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5516",1049040,"Regency Beauty Institute-Charlotte","Charlotte","NC",28273,0,0,0,0,0,0,0,0,1,24.844176389,0.9368,0.164211567,0.5290268856,33400.94746,24600,37,0.8519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5517",1049041,"Regency Beauty Institute-North Olmsted","North Olmsted","OH",44070,0,0,0,0,0,0,0,0,1,24.844176389,0.8478,0.164211567,0.5290268856,33400.94746,24600,39,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5518",NA,"Regency Beauty Institute-Columbus","Columbus","OH",43214,0,0,0,0,0,0,0,0,1,24.844176389,0.956,0.164211567,0.5290268856,33400.94746,24600,39,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5519",NA,"Regency Beauty Institute-Elgin","Elgin","IL",60123,0,0,0,0,0,0,0,0,1,24.844176389,0.9818,0.164211567,0.5290268856,33400.94746,24600,17,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5520",1116602,"Broadview University-Orem","Orem","UT",84057,0.8645,0.0047,0.0467,0.0093,0,0.0047,0.0421,0,0.028,28.822210066,0.7196,0.3791028446,0.5063721325,38850.33278,33600,49,0.8556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5521",4130200,"Institute of Production and Recording","Minneapolis","MN",55401,0.6899,0.0594,0.0258,0.0233,0.0052,0,0.0258,0.0078,0.1628,22.33125,0.1421,0.0395833333,0.2425629291,74671.51373,NA,27,0.5214,NA,NA,NA,NA,NA,NA,0.1195652173913,0,NA,NA,"2009"
"5522",4137200,"Borner's Barber College","Los Angeles","CA",90047,0,0.9048,0.0952,0,0,0,0,0,0,25.756756757,0.0476,NA,0.5,18571.81242,NA,6,1,NA,NA,NA,NA,NA,NA,1,0,NA,NA,"2009"
"5523",3776300,"Auguste Escoffier School of Culinary Arts-Boulder","Boulder","CO",80305,0,0,0,0,0,0,0,0,1,28.285714286,0.75,NA,NA,78654.07484,NA,8,0.6506,NA,NA,NA,NA,NA,NA,0.87179487179487,0,NA,NA,"2009"
"5524",4148300,"Denver School of Nursing","Denver","CO",80202,0.7132,0.027,0.0539,0.0515,0,0.0025,0.0172,0,0.1348,29.78959276,0.8873,0.3280542986,0.3294117647,54361.44445,NA,8,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5525",4083400,"Cambridge Institute of Allied Health & Technology","Delray Beach","FL",33484,0,0,0,0,0,0,0,0,0,31.335463259,0.765,0.2811501597,0.44,39781.97828,NA,12,0.592,NA,NA,NA,NA,NA,NA,0.73076923076923,0,NA,NA,"2009"
"5526",4134100,"Jersey College","Teterboro","NJ",7608,0.1661,0.3069,0.0469,0.0325,0,0,0,0,0.4477,32.340136054,0.8267,0.3310657596,0.5250783699,36819.85284,NA,34,0.5963,NA,NA,NA,NA,NA,NA,0.67073170731707,0,21,4,"2009"
"5527",4147600,"Casal Institute of Nevada","Las Vegas","NV",89119,0,0,0,0,0,0,0,0,0,25.4,0.9157,0.1533333333,0.5042016807,43980.18988,NA,32,0.6301,NA,NA,NA,NA,NA,NA,0.82125603864734,0,12,-2,"2009"
"5528",4138100,"Yeshiva of Machzikai Hadas","Brooklyn","NY",11219,1,0,0,0,0,0,0,0,0,19.388429752,0,0.5371900826,NA,12105.13728,NA,36,1,NA,NA,NA,NA,NA,NA,NA,NA,11,10,"2009"
"5529",4142300,"Aveda Institute-San Antonio","San Antonio","TX",78259,0,0,0,0,0,0,0,0.0104,0.0311,26.151685393,0.943,0.2247191011,0.4866666667,38175.55531,NA,48,0.9184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5530",464607,"Minnesota School of Business-Moorhead","Moorhead","MN",56560,0.8307,0.0224,0.016,0,0.0319,0,0.0224,0,0.0767,27.882803943,0.7891,0.2198795181,0.4296621183,40724.29835,38100,27,0.6303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5531",3010803,"Fortis Institute-Birmingham","Birmingham","AL",35211,0.129,0.8452,0.0194,0.0065,0,0,0,0,0,28.134753415,0.7613,0.176198194,0.6189510287,23255.44469,29300,1,0.5957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5532",2614205,"Miller-Motte College-Greenville","Greenville","NC",27834,0.1356,0.7695,0.0678,0,0.0102,0,0,0,0.0169,29.26027197,0.8881,0.2946337184,0.5589535741,24042.43002,25500,37,0.7309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5533",4150000,"Central Nursing College","Los Angeles","CA",90010,0,0.2063,0.1746,0,0,0,0,0,0,32.651785714,0.6825,0.3571428571,0.4320987654,22516.83203,NA,6,0.5455,NA,NA,NA,NA,NA,NA,0.33333333333333,0.06666666666666,NA,NA,"2009"
"5534",4150300,"RWM Fiber Optics","Carson","CA",90746,0.3623,0.3478,0.2174,0.029,0,0,0.0435,0,0,35.553846154,0.029,0.3538461538,0.7234042553,8617.640866,NA,6,0.7,NA,NA,NA,NA,NA,NA,0.86206896551724,0,NA,NA,"2009"
"5535",4153900,"Providence Christian College","Pasadena","CA",91104,0.7667,0.0167,0.0833,0,0,0,0.0667,0.0667,0,21.5,0.5667,NA,NA,67892.04392,NA,6,0.7292,515,610,480,560,510,625,NA,NA,12,11,"2009"
"5536",4141000,"Aveda Institute-Chicago","Chicago","IL",60657,0.7654,0.037,0.1235,0.037,0,0.0123,0,0,0.0247,25.118181818,0.8889,NA,NA,62818.43606,NA,17,0.5176,NA,NA,NA,NA,NA,NA,0.84873949579831,0,NA,NA,"2009"
"5537",4151800,"The Temple-A Paul Mitchell Partner School","Frederick","MD",21701,0,0,0,0,0,0,0,0.0086,0.0172,24.449367089,0.9397,0.1772151899,0.4852941176,45816.14917,NA,24,1,NA,NA,NA,NA,NA,NA,0.8375,0,NA,NA,"2009"
"5538",4129400,"Center for Massage","Asheville","NC",28801,1,0,0,0,0,0,0,0,0,31.222222222,0.7273,0.2037037037,NA,26998.77302,NA,37,0.9231,NA,NA,NA,NA,NA,NA,1,0,NA,NA,"2009"
"5539",4141200,"Toni & Guy Hairdressing Academy-Cranston","Cranston","RI",2920,0,0,0,0,0,0,0,0,0.0429,23.816666667,0.9429,0.0833333333,0.3980582524,59788.43083,NA,44,0.9063,NA,NA,NA,NA,NA,NA,0.85074626865671,0,NA,NA,"2009"
"5540",NA,"Virginia College-Charleston","North Charleston","SC",29406,0,0,0,0,0,0,0,0,0.0185,30.012195122,0.8519,0.230174775,0.5642327866,21165.18976,34100,45,0.7568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5541",2190702,"Fortis College-Phoenix","Phoenix","AZ",85006,0,0,0,0,0,0,0,0.0081,0.6532,31.330373957,0.7903,0.3155770783,0.623246493,26140.51979,28300,4,0.6486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5542",499202,"Miller-Motte College-Raleigh","Raleigh","NC",27604,0.1106,0.7906,0.0588,0.0094,0.0024,0.0094,0.0141,0,0.0047,29.664455834,0.9059,0.2345492915,0.5747261346,24823.10843,19900,37,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5543",2128302,"Lamson Institute","San Antonio","TX",78238,0.0858,0.0528,0.8053,0.0066,0.0099,0,0,0,0.0396,29.327942836,0.6007,0.2696502445,0.5611702128,27805.22889,40100,48,0.7123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5544",NA,"Euphoria Institute of Beauty Arts & Sciences","Las Vegas","NV",89131,0.4919,0.2339,0.1613,0.0202,0.004,0.0121,0.0202,0,0.0565,26.941999663,0.9556,0.1719487525,0.5804978306,28915.61656,34600,32,0.6991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5545",736202,"MedTech College-Greenwood Campus","Greenwood","IN",46143,0.8805,0.0491,0.0049,0.0049,0.0016,0,0.0065,0,0.0524,31.193174893,0.9378,0.2970749543,0.5906845448,33171.38743,30600,18,0.729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5546",736204,"MedTech College-Ft Wayne Campus","Ft. Wayne","IN",46804,0.731,0.1392,0.0285,0,0.0063,0,0.0095,0,0.0854,31.193174893,0.8861,0.2970749543,0.5906845448,33171.38743,30600,18,0.6528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5547",736205,"MedTech College-Lexington Campus","Lexington","KY",40511,0.7556,0.2222,0.0222,0,0,0,0,0,0,31.193174893,0.9556,0.2970749543,0.5906845448,33171.38743,30600,21,0.9565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5548",455303,"ITT Technical Institute-Madison","Madison","MS",39110,0,0.7846,0,0,0,0,0,0,0,28.241035857,0.3282,0.1855435401,0.504204893,29909.87592,40400,28,0.9912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5549",1062706,"ITT Technical Institute-Springfield","Springfield","MO",65807,0,0.0398,0,0,0,0,0,0,0.005,28.198732017,0.2488,0.1972689588,0.5695665353,27532.43153,37800,29,0.9948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5550",2321903,"ITT Technical Institute-Huntington","Huntington","WV",25705,0,0.0591,0,0,0,0,0.0136,0,0.0182,27.474943567,0.3045,0.2072234763,0.5756853397,27350.30306,48300,54,0.9956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5551",3070401,"ITT Technical Institute-Concord","Concord","CA",94520,0,0.1593,0,0.0442,0,0.0133,0.0133,0,0.0088,26.855871886,0.2124,0.1863879004,0.5979643766,27731.77841,41100,6,0.9955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5552",2291603,"ITT Technical Institute-Fort Myers","Fort Myers","FL",33912,0,0.0476,0,0,0,0,0,0,0,27.776908752,0.2143,0.2357541899,0.5670103093,28053.48008,44600,12,0.9333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5553",2361004,"ITT Technical Institute-Charlotte North","Charlotte","NC",28262,0,0.6149,0,0.0068,0,0,0,0,0,27.895087427,0.25,0.2220371912,0.5062730627,33432.43647,44800,37,0.9913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5554",941202,"Fortis College-Salt Lake City","Salt Lake City","UT",84107,0.5915,0.1127,0.1831,0.0141,0.0704,0.0282,0,0,0,29.729520866,0.4366,0.2496136012,0.6178861789,27870.67382,28100,49,0.7742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5555",NA,"Polytechnic University of Puerto Rico-Orlando","Orlando","FL",32825,0,0,0,0,0,0,0,0,0,22.792792793,0.2692,0.1013513514,0.2021384929,29977.90792,29800,12,0.8933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5556",2533602,"Ross Medical Education Center-Fort Wayne","Fort Wayne","IN",46805,0.6136,0.3409,0.0227,0,0,0,0.0227,0,0,29.479758308,0.9773,0.2779456193,0.5972720747,26808.60353,24200,18,0.1901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5557",2099704,"Ross Medical Education Center-Portage","Portage","MI",49002,0.7838,0.1892,0.027,0,0,0,0,0,0,30.248637602,0.8649,0.2976839237,0.5927099842,22370.92437,21600,26,0.1535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5558",1049045,"Regency Beauty Institute-Tinley Park","Tinley Park","IL",60477,0,0,0,0,0,0,0,0,1,24.844176389,0.9398,0.164211567,0.5290268856,33400.94746,24600,17,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5559",1049044,"Regency Beauty Institute-Columbia","Columbia","SC",29212,0,0,0,0,0,0,0,0,1,24.844176389,0.9762,0.164211567,0.5290268856,33400.94746,24600,45,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5560",1049046,"Regency Beauty Institute-South Bend","Mishawaka","IN",46545,0,0,0,0,0,0,0,0,1,24.844176389,0.9857,0.164211567,0.5290268856,33400.94746,24600,18,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5561",1049049,"Regency Beauty Institute-Detroit Lakeside","Shelby Township","MI",48315,0,0,0,0,0,0,0,0,1,24.844176389,0.9833,0.164211567,0.5290268856,33400.94746,24600,26,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5562",1049047,"Regency Beauty Institute-Fort Myers","Fort Myers","FL",33907,0,0,0,0,0,0,0,0,1,24.844176389,0.913,0.164211567,0.5290268856,33400.94746,24600,12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5563",1049048,"Regency Beauty Institute-Arlington","Arlington","TX",76015,0,0,0,0,0,0,0,0,1,24.844176389,0.9839,0.164211567,0.5290268856,33400.94746,24600,48,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5564",1049050,"Regency Beauty Institute-Durham","Durham","NC",27701,0,0,0,0,0,0,0,0,1,24.844176389,0.9737,0.164211567,0.5290268856,33400.94746,24600,37,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5565",464608,"Minnesota School of Business-Elk River","Elk River","MN",55330,0.9415,0.0031,0.0092,0.0062,0.0123,0,0.0215,0,0.0062,27.882803943,0.7138,0.2198795181,0.4296621183,40724.29835,38100,27,0.9947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5566",464202,"Globe University-Sioux Falls","Sioux Falls","SD",57108,0.8026,0.0324,0.0129,0.0065,0.0227,0.0032,0.0291,0,0.0906,28.805335256,0.8479,0.2367219418,0.4838800905,34173.06743,37200,46,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5567",464203,"Globe University-Minneapolis","Minneapolis","MN",55402,0.4245,0.3669,0.0216,0.0288,0.0288,0,0.0432,0.0288,0.0576,28.805335256,0.5612,0.2367219418,0.4838800905,34173.06743,37200,27,0.4375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5568",1248210,"ATI Career Training Center","Waco","TX",76711,0.2692,0.3913,0.3333,0,0,0,0.0041,0,0.0021,28.970735464,0.6377,0.2400847131,0.6449970042,18868.02667,34700,48,0.5333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009"
"5569",2548802,"South Texas Vocational Technical Institute-Brownsville","Brownsville","TX",78520,0.0107,0.0046,0.977,0.0031,0,0.0015,0,0,0.0031,26.479084967,0.6662,0.3130718954,0.7002849003,17107.03021,28200,48,1,NA,NA,NA,NA,NA,NA,0.50243902439024,0,NA,NA,"2009"
